member_id,level_id,is_special_level,city,province,country,sex,reg_origin,reg_sub_origin,up_origin,operator_type,kpoint,goods_sn,area_id,guide_weight,guide_color,mer_id,store_code,type,cash_type,member_cash_type,card_type,cate_id,effect_type,buy_limit_type,is_shipping,shipping_express,shipping_store,return_time,services,is_on_sale,whole_is_on_sale,is_recommend,min_price,max_price,purchase,spec_num,sales,pviews,tag_kp_cash,tag_kp_multiple,is_cart,is_special,m_groups,create_time,update_time,label
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,0
AgM4atiK6aoHMP6uj0nD84djxRPjUFEyH03Iv0Cypnc=,100,0,滨州市,山东,美国,1,7,895,7,3,16261,K10530,2,0,isnan,81,SH01SH100,1,1,1,1,0,1,1,1,1,1,7,"SERVICE_AUTHENTIC,SERVICE_DELIVER",0,1,1,0.645,0.645,0,0,0,30,0,0,0,0,SH01,2021-09-08 15:05:15,2021-09-08 15:16:46,1
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
42q0Obcmoz4fhGlUCJ1yn/iFm9fS2mJvki3SQKZdsqo=,100,0,上海,上海,isnan,1,8,899,0,3,240,K05250,2,1,#A6976F,81,SH01SH100,1,1,1,1,0,1,1,1,1,0,0,isnan,0,1,1,0.72,0.72,0,0,22,4066,0,0,0,0,SH01,2021-09-08 15:15:41,2021-09-08 15:15:41,0
